Funding Org:Name,Grant Programme:Code,Grant Programme:Title,Aims and objectives,Value per year,Start Date,End Date,Duration Numeric,Allocation Method,Recipient Sector,COFOG L0 Long Name
"Department for Culture, Media and Sport",SCH-000003583,Mutuals Interim Support Fund 1617,Support the creation and / or growth of fledgling public service mutuals,"65,000",01/03/17,28/02/18,1,General Grants - Un-competed,Local Government; Civil Society; Public Organisations,1. General public services
"Department for Culture, Media and Sport",SCH-000004015,UK Sport - International Relations,A nation inspired by Olympic and Paralympic success,"838,868",01/04/16,31/03/17,1,General Grants - Competed,Private,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000002894,Arts & Libraries 1617,.,"517,000",01/04/16,31/03/17,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000002902,World War 1 Commemorations & Ceremonials 1617,.,"5,757,000",01/04/16,31/03/17,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000002904,BDUK Superfast 1617,.,"103,700,000",01/04/16,31/03/17,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000002896,Listed Places of Worship 1617,.,"33,700,000",01/04/16,31/03/17,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000002903,Digital Economy Unit 1617,.,"22,692,000",01/04/16,31/03/17,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000002900,Broadcasting 1617,.,"480,000",01/04/16,31/03/17,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000002898,Heritage 1617,.,"2,709,000",01/04/16,31/03/17,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000002897,Cathedral Repair Grants 1617,.,"2,000,000",01/04/16,31/03/17,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000002901,"Creative Industries, Europe & International 1617",.,"6,087,000",01/04/16,31/03/17,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,4. Economic affairs
"Department for Culture, Media and Sport",SCH-000002899,Sport 1617,.,"350,000",01/04/16,31/03/17,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000002906,BDUK Mobile Infrastructure Project 1617,.,"1,600,000",01/04/16,31/03/17,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000003982,UK Sport- High Performance System Partner Funding,A nation inspired by Olympic and Paralympic success,"17,723,486",01/04/16,31/03/17,1,General Grants - Competed,Private,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000003980,UK Sport- World Class Programme Funding,A nation inspired by Olympic and Paralympic success,"4,811,437",01/04/16,31/03/17,1,General Grants - Competed,Private,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000004111,BDUK 700 MHZ View Support 1617,.,"2,900,000",01/04/16,31/03/17,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000004113,Museums 1617,.,"1,500,000",01/04/16,31/03/17,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000004134,Nuisance Calls 1617,.,"1,000,000",01/04/16,31/03/17,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000004126,Do-it Volunteering Platform 1617,n/a,"142,000",01/04/16,31/03/17,1,General Grants - Un-competed,Civil Society; Individuals,1. General public services
"Department for Culture, Media and Sport",SCH-000004124,Centre for Social Action 1617,n/a,"5,714,000",01/04/16,31/03/17,1,General Grants - Competed; General Grants - Un-competed,Civil Society,1. General public services
"Department for Culture, Media and Sport",SCH-000004117,OCS LIBOR 1617,n/a,"3,660,484",01/04/16,31/03/17,1,General Grants - Competed; General Grants - Un-competed,Civil Society,1. General public services
"Department for Culture, Media and Sport",SCH-000004125,Community Organisers 1617,n/a,"292,500",01/04/16,31/03/17,1,General Grants - Competed; General Grants - Un-competed,Civil Society,1. General public services
"Department for Culture, Media and Sport",SCH-000004121,Social Outcomes Fund 1617,To improve social outcomes,"2,000,000",01/04/16,31/03/17,1,General Grants - Competed; General Grants - Un-competed,Civil Society,1. General public services
"Department for Culture, Media and Sport",SCH-000004131,Centre for Youth Impact 1617,n/a,"250,000",01/04/16,31/03/17,1,General Grants - Competed; General Grants - Un-competed,Civil Society,1. General public services
"Department for Culture, Media and Sport",SCH-000004123,Giving Agenda 1617,n/a,"313,514",01/04/16,31/03/17,1,General Grants - Competed; General Grants - Un-competed,Civil Society,1. General public services
"Department for Culture, Media and Sport",SCH-000004118,OCS other HMT Grants 1617,n/a,"375,000",01/04/16,31/03/17,1,General Grants - Un-competed,Civil Society; Public Organisations,1. General public services
"Department for Culture, Media and Sport",SCH-000004129,#iwill 1617,n/a,"5,403,010",01/04/16,31/03/17,1,General Grants - Competed; General Grants - Un-competed,Civil Society,1. General public services
"Department for Culture, Media and Sport",SCH-000004130,Delivering Differently for Young People 1617,n/a,"80,000",01/04/16,31/03/17,1,General Grants - Competed; General Grants - Un-competed,Local Government; Civil Society,1. General public services
"Department for Culture, Media and Sport",SCH-000004122,Access 1617,To provide market support for small social enterprises,"4,200,000",01/04/16,31/03/17,1,General Grants - Competed,Civil Society,1. General public services
"Department for Culture, Media and Sport",SCH-000004132,National Citizen Service 1617,n/a,"191,250,319",01/04/16,31/03/17,1,General Grants - Un-competed,Civil Society,n/a
"Department for Culture, Media and Sport",SCH-000004120,Other GIEU Grants 1617,n/a,"10,355,000",01/04/16,31/03/17,1,General Grants - Competed; General Grants - Un-competed,Civil Society,1. General public services
"Department for Culture, Media and Sport",SCH-000004119,Social Investment Infrastructure (Technical Assistance) 1617,n/a,"95,000",01/04/16,31/03/17,1,General Grants - Competed; General Grants - Un-competed,Civil Society,1. General public services
"Department for Culture, Media and Sport",SCH-000004127,Local Sustainability Fund 1617,n/a,"17,803,490",01/04/16,31/03/17,1,General Grants - Competed; General Grants - Un-competed,Civil Society,1. General public services
"Department for Culture, Media and Sport",SCH-000004128,Youth Voice 1617,n/a,"250,000",01/04/16,31/03/17,1,General Grants - Competed; General Grants - Un-competed,Civil Society,1. General public services
"Department for Culture, Media and Sport",SCH-000000404,Broadband & Spectrum Policy 1617,.,"60,000",01/04/16,31/03/17,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,4. Economic affairs
"Department for Culture, Media and Sport",SCH-000002073,Social Investment Campaigns 1617,n/a,"165,000",01/04/16,31/03/17,1,General Grants - Competed; General Grants - Un-competed,Civil Society,1. General public services
"Department for Culture, Media and Sport",SCH-000002076,HMT Tampon Tax 16/17 Fund,n/a n/a,"2,094,129",01/04/16,31/03/17,1,General Grants - Competed,Civil Society,1. General public services
"Department for Culture, Media and Sport",SCH-000002065,Youth Investment Fund 1617,n/a,"5,000,000",01/04/16,31/03/17,1,General Grants - Competed; General Grants - Un-competed,Civil Society,1. General public services
"Department for Culture, Media and Sport",SCH-000002074,Centre for SIBs and Government Outcomes Lab 1617,n/a,"500,000",01/04/16,31/03/17,1,General Grants - Competed; General Grants - Un-competed,Civil Society,1. General public services
"Department for Culture, Media and Sport",SCH-000002071,Life Chances Fund 1617,n/a,"2,702,073",01/04/16,31/03/17,1,General Grants - Competed; General Grants - Un-competed,Civil Society,1. General public services
Department for Education,SCH-000002935,Careers 2016-17,,"19,200,000",01/04/16,31/03/17,1,General Grants - Competed; General Grants - Un-competed,Civil Society,9. Education
Department for Education,SCH-000000463,Moderation and Phonics 2016-17,,"3,000,000",01/04/16,31/03/17,1,Formula,Local Government; Public Organisations,9. Education
Department for Education,SCH-000000472,Intervention and Improvement 2016-17,,"14,652,500",01/04/16,31/03/17,1,General Grants - Un-competed,Local Government,10. Social protection
Department for Education,SCH-000000473,Social Work Reform 2016-17,,"39,045,572",01/04/16,31/03/17,1,General Grants - Competed; General Grants - Un-competed,Local Government,9. Education
Department for Education,SCH-000000471,Innovation Programme 2016-17,,"19,499,770",01/04/16,31/03/17,1,General Grants - Competed,Civil Society,10. Social protection
Department for Education,SCH-000003087,School Transport 2016-17,,"19,700,000",01/04/16,31/03/17,1,Formula,Local Government,9. Education
Department for Education,SCH-000000474,Special Educational Needs 2016-17,,"66,941,096",01/04/16,31/03/17,1,General Grants - Competed; General Grants - Un-competed; Formula,Local Government; Civil Society,10. Social protection
Department for Education,SCH-000000469,Children in Care 2016-17,,"22,524,595",01/04/16,31/03/17,1,Formula,Local Government,10. Social protection
Department for Education,SCH-000000470,Adoption 2016-17,,"19,700,473",01/04/16,31/03/17,1,General Grants - Competed,Civil Society,10. Social protection
Department for Education,SCH-000003632,Free School Meals - 2015-16,,"45,000,000",01/04/16,31/03/17,1,Formula,Public Organisations,9. Education
Department for Education,SCH-000003628,Curriculum - English 2016-17,,"115,000",01/04/16,31/03/17,1,General Grants - Competed,Civil Society; Public Organisations,9. Education
Department for Education,SCH-000003630,Character 2016-17,,"1,200,000",01/04/16,31/03/17,1,General Grants - Competed,Civil Society,9. Education
Department for Education,SCH-000003627,Chartered College of Teaching - 2016-17,,"2,000,000",01/04/16,31/03/17,1,General Grants - Competed,Civil Society,9. Education
Department for Education,SCH-000003631,Free School Meals - 2016-17,,"38,500,000",01/04/16,31/03/17,1,Formula,Public Organisations,9. Education
Department for Education,SCH-000002987,PFI 2016-17,,"770,922,000",01/04/16,31/03/17,1,Formula,Public Organisations,9. Education
Department for Education,SCH-000000493,PFI Operational Savings Pilots 2016-17,,"132,926",01/04/16,31/03/17,1,Formula,Public Organisations,9. Education
Department for Education,SCH-000000495,Pre-16 Education Funding 2016-17,,"44,984,458,000",01/04/16,31/03/17,1,Formula,Local Government; Public Organisations,9. Education
Department for Education,SCH-000000494,Post-16 Education Funding 2016-17,,"6,646,263,642",01/04/16,31/03/17,1,Formula,Local Government; Public Organisations; Private,9. Education
Department for Education,SCH-000000491,Capital Grant Funding 2016-17,,"5,212,000,000",01/04/16,31/03/17,1,Formula,Public Organisations,9. Education
Department for Education,SCH-000000504,Curriculum - History 2016-17,,"2,350,000",01/04/16,31/03/17,1,General Grants - Un-competed,Public Organisations; Private,9. Education
Department for Education,SCH-000000505,Curriculum - Science 2016-17,,"3,531,792",01/04/16,31/03/17,1,General Grants - Un-competed,Civil Society; Private,9. Education
Department for Education,SCH-000000646,Academy - Re-brokerage 2016-17,,"10,000,000",01/04/16,31/03/17,1,General Grants - Un-competed,Public Organisations,9. Education
Department for Education,SCH-000000640,Free Schools 2016-17,,"21,472,351",01/04/16,31/03/17,1,General Grants - Competed,Civil Society,9. Education
