Funding Org:Name,Grant Programme:Code,Grant Programme:Title,Aims and objectives,Value per year,Start Date,End Date,Duration Numeric,Allocation Method,Recipient Sector,COFOG L0 Long Name
Department for Communities and Local Government,SCH-000003216,HCA SINGLE LAND: HCA STARTER HOMES PROGRAMME: 2015/16,,"9,145,000",01/04/15,31/03/16,1,General Grants - Competed,Local Government; Private,n/a
Department for Communities and Local Government,SCH-000003217,SMALLER AUTHORITIES SECTOR LED BODY: 2015/16,,"220,000",01/04/15,31/03/16,1,General Grants - Un-competed,Non-Departmental Public Bodies,n/a
Department for Communities and Local Government,SCH-000003220,REGIONAL GROWTH FUND 2015/16,,"120,452,000",01/04/15,31/03/16,1,General Grants - Competed,Local Government; Private,6. Housing and community amenities
Department for Communities and Local Government,SCH-000003221,SUSTAINABLE COMMUNITIES ACT 2015/16,,"40,000",01/04/15,31/03/16,1,General Grants - Un-competed,Local Government,6. Housing and community amenities
Department for Communities and Local Government,SCH-000003213,LORD LIEUTENANTS FUNDING 2015/16,,"50,000",01/04/15,31/03/16,1,General Grants - Un-competed,Public Organisations,n/a
Department for Communities and Local Government,SCH-000003214,SMOKE & CO ALARMS 2015/16,,"321,000",01/04/15,31/03/16,1,General Grants - Criteria Based,Local Government,n/a
Department for Communities and Local Government,SCH-000003215,HIGH VALUE ASSETS D 2015/16,,"1,293,000",01/04/15,31/03/16,1,General Grants - Criteria Based,Local Government; Private,n/a
Department for Communities and Local Government,SCH-000003120,INTEGRATION 2015/16,,"8,817,000",01/04/15,31/03/16,1,General Grants - Competed,Civil Society,6. Housing and community amenities
Department for Communities and Local Government,SCH-000003121,BUILDINGS FOR THE FUTURE: STANDARDS & SUSTAINABILITY 2015/16,,"100,000",01/04/15,31/03/16,1,General Grants - Competed,Local Government,6. Housing and community amenities
Department for Communities and Local Government,SCH-000003124,HOUSING FOR OLDER PEOPLE 2015/16,,"14,610,000",01/04/15,31/03/16,1,General Grants - Competed,Local Government,10. Social protection
Department for Communities and Local Government,SCH-000003125,HCA AFFORDABLE HOMES - AFFORDABLE HOMES PROGRAMME 2015/16,.,"173,875,000",01/04/15,31/03/16,1,General Grants - Competed,Local Government; Private,6. Housing and community amenities
Department for Communities and Local Government,SCH-000003126,HCA AFFORDABLE HOMES - KICKSTART 2015/16,,"-1,535,000",01/04/15,31/03/16,1,General Grants - Competed,Local Government; Private,6. Housing and community amenities
Department for Communities and Local Government,SCH-000003127,HCA AFFORDABLE HOMES - NAHP 2015/16,,"15,000,000",01/04/15,31/03/16,1,General Grants - Competed,Local Government; Private,6. Housing and community amenities
Department for Communities and Local Government,SCH-000003128,HCA PROPERTY & REGENERATION 2015/16,,"-19,400,000",01/04/15,31/03/16,1,General Grants - Competed,Private,6. Housing and community amenities
Department for Communities and Local Government,SCH-000003129,NEW HOMES BONUS 2015/16,,"1,167,638,000",01/04/15,31/03/16,1,General Grants - Criteria Based,Local Government,n/a
Department for Communities and Local Government,SCH-000003130,PFI SPECIAL GRANT HOUSING (DCLG MAIN) 2015/16,,"184,212,000",01/04/15,31/03/16,1,General Grants - Criteria Based,Local Government; Private,6. Housing and community amenities
Department for Communities and Local Government,SCH-000003133,OPEN SOURCE PLANNING UK 2015/16,,"-328,000",01/04/15,31/03/16,1,General Grants - Criteria Based,Local Government,6. Housing and community amenities
Department for Communities and Local Government,SCH-000003136,COMMUNICATIONS 2015/16,,"330,000",01/04/15,31/03/16,1,General Grants - Competed,Private,1. General public services
Department for Communities and Local Government,SCH-000003137,ANALYTICAL SERVICES 2015/16,,"200,000",01/04/15,31/03/16,1,General Grants - Competed,Local Government; Civil Society; Private,1. General public services
Department for Communities and Local Government,SCH-000003139,Troubled Families 2015/16,,"76,853,000",01/04/15,31/03/16,1,General Grants - Criteria Based,Local Government,3. Public order and safety
Department for Communities and Local Government,SCH-000003140,"HCA HOUSING SUPPLY: LEGACY (GBB, LIF, CB) 2015/16",,"7,713,000",01/04/15,31/03/16,1,General Grants - Competed,Local Government; Private,6. Housing and community amenities
Department for Communities and Local Government,SCH-000003141,Local Enterprise Partnerships 2015/16,,"20,000,000",01/04/15,31/03/16,1,General Grants - Criteria Based,Local Government,4. Economic affairs
Department for Communities and Local Government,SCH-000003131,TACKLING FRAUD & UNDEROCCUPATION IN SOCIAL HOUSING 2015/16,,"5,000,000",01/04/15,31/03/16,1,General Grants - Competed,Local Government,6. Housing and community amenities
Department for Communities and Local Government,SCH-000003132,TENANT EMPOWERMENT 2015/16,,"600,000",01/04/15,31/03/16,1,General Grants - Competed,Local Government,6. Housing and community amenities
Department for Communities and Local Government,SCH-000003144,Coastal Communities 2015/16,,"31,056,000",01/04/15,31/03/16,1,General Grants - Competed,Local Government,6. Housing and community amenities
Department for Communities and Local Government,SCH-000003145,WWC & RRS: WEEKLY WASTE COLLECTIONS 2015/16,,"5,229,000",01/04/15,31/03/16,1,General Grants - Competed,Local Government,6. Housing and community amenities
Department for Communities and Local Government,SCH-000003147,CITY DEALS 2015/16,,"141,600,000",01/04/15,31/03/16,1,General Grants - Competed,Local Government,6. Housing and community amenities
Department for Communities and Local Government,SCH-000003148,Community Rights 2015/16,,"5,000,000",01/04/15,31/03/16,1,General Grants - Competed,Local Government; Civil Society,6. Housing and community amenities
Department for Communities and Local Government,SCH-000003149,COMMUNITY NEIGHBOURHOODS 2015/16,,"2,661,000",01/04/15,31/03/16,1,General Grants - Competed,Local Government,6. Housing and community amenities
Department for Communities and Local Government,SCH-000003142,HCA Housing Supply: Custom Build 2015/16,,"200,000",01/04/15,31/03/16,1,General Grants - Competed,Private,6. Housing and community amenities
Department for Communities and Local Government,SCH-000003143,LARGE SITES 2015/16,,"7,810,000",01/04/15,31/03/16,1,General Grants - Competed,Private,6. Housing and community amenities
"Department for Culture, Media and Sport",SCH-000003579,Do-it Volunteering Platform 1516,n/a,"220,000",01/04/15,31/03/16,1,General Grants - Un-competed,Civil Society; Individuals,1. General public services
"Department for Culture, Media and Sport",SCH-000003979,UK Sport- High Performance System Partner Funding,A nation inspired by Olympic and Paralympic success,"17,521,962",01/04/15,31/03/16,1,General Grants - Competed,Private,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000004014,UK Sport- International Relations,A nation inspired by Olympic and Paralympic success,"839,711",01/04/15,31/03/16,1,General Grants - Competed,Private,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000002816,UCL Behavioural Insights,n/a,"9,415",01/04/15,31/03/16,1,General Grants - Un-competed,Civil Society; Public Organisations,1. General public services
"Department for Culture, Media and Sport",SCH-000003375,Uniformed Youth Fund 1516,n/a,"3,944,000",01/04/15,31/03/16,1,General Grants - Competed; General Grants - Un-competed,Civil Society,1. General public services
"Department for Culture, Media and Sport",SCH-000003382,Access 1516,To provide market support for small social enterprises,"7,350,000",01/04/15,31/03/16,1,General Grants - Competed,Civil Society,1. General public services
"Department for Culture, Media and Sport",SCH-000003383,Social Outcomes Fund 1516,To improve social outcomes,"287,435",01/04/15,31/03/16,1,General Grants - Competed; General Grants - Un-competed,Civil Society,1. General public services
"Department for Culture, Media and Sport",SCH-000003978,UK Sport- World Class Programme Funding,A nation inspired by Olympic and Paralympic success,"7,980,284",01/04/15,31/03/16,1,General Grants - Competed,Private,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000004133,Nuisance Calls 1516,.,"2,500,000",01/04/15,31/03/16,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000000397,Listed Places of Worship 1516,.,"32,500,000",01/04/15,31/03/16,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000000399,Heritage 1516,.,"3,945,000",01/04/15,31/03/16,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000000406,BDUK Superfast 1516,.,"153,900,000",01/04/15,31/03/16,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000000407,Digital Economy Unit 1516,.,"12,669,000",01/04/15,31/03/16,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000000411,Broadband & Spectrum Policy 1516,.,"60,000",01/04/15,31/03/16,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000000394,Museums 1516,.,"2,494,000",01/04/15,31/03/16,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000002818,VCSE Masterclasses,n/a,"77,986",01/04/15,31/03/16,1,General Grants - Competed; General Grants - Un-competed,Civil Society,1. General public services
"Department for Culture, Media and Sport",SCH-000002819,Compact Voice,n/a,"245,619",01/04/15,31/03/16,1,General Grants - Competed,Civil Society,1. General public services
"Department for Culture, Media and Sport",SCH-000000398,Cathedral Repair Grants 1516,.,"18,200,000",01/04/15,31/03/16,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000000410,BDUK Market Test Pilots 1516,.,"5,800,000",01/04/15,31/03/16,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000000409,BDUK Mobile Infrastructure Project 1516,.,"27,900,000",01/04/15,31/03/16,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000000402,Broadcasting 1516,.,"1,526,000",01/04/15,31/03/16,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000000405,World War 1 Commemorations & Ceremonials 1516,.,"5,884,000",01/04/15,31/03/16,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000000401,Sport 1516,.,"1,043,000",01/04/15,31/03/16,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000000403,"Creative Industries, Europe & International 1516",.,"10,755,000",01/04/15,31/03/16,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,4. Economic affairs
"Department for Culture, Media and Sport",SCH-000000408,BDUK Super-Connected Cities 1516,.,"62,800,000",01/04/15,31/03/16,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000000392,Arts & Libraries 1516,.,"267,000",01/04/15,31/03/16,1,General Grants - Un-competed,Central Government; Local Government; Civil Society; Public Organisations; Non-Departmental Public Bodies; Private; Individuals; International,"8. Recreation, culture and religion"
"Department for Culture, Media and Sport",SCH-000002055,Community Organisers 1516,n/a,"1,999,201",01/04/15,31/03/16,1,General Grants - Competed; General Grants - Un-competed,Civil Society,1. General public services
"Department for Culture, Media and Sport",SCH-000002063,#iwill 1516,n/a,"576,500",01/04/15,31/03/16,1,General Grants - Competed; General Grants - Un-competed,Civil Society,1. General public services
